id	tweet	label
id	from the latest @WeAreIvyPark x @adidas collab. I love you Queen B but where &amp; when do you anticipate our wearing t… https://t.co/qzO0lWTsR6	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @velmamaa: no matter how sad i am i will always b hot	0
id	@partytatoos @TessaViolet Usually when people make this claim it is figurative. They mean that they won’t demand th… https://t.co/GdBXUePiNU	0
id	RT @MrFrankBaraan: #DuterteMeltdown is trending, b/c Duterte is throwing another major temper tantrum due to Leni's skyrocketing popularity…	0
id	@tylangdon B L O C K	0
id	RT @southchennaidfc: Thalaivan @dhanushkraja &amp; Anni @ash_r_dhanush a very happy wedding anniversary.  Happy 16th Wedding Anniversary 💞   #J…	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @brightthyme: B: This December 31 at Siam...ei...IconSIAM for Amazing Thailand Countdown 2021. You can come to meet Bright.  And not jus…	0
id	RT @FlushthtrdNov3d: @doxie53 @HappyHippieRes @debiresistshate @cajun_corey @sunny05pt05 @MikeisaVeteran @izzysick101 @297_ArubaLover @Eddi…	0
id	RT @degrees_94: Kai :  wonsik (Ravi) ah, it’s not you’re watching me it’s I’m letting you watch me. Got it? Ravi’s comment : thank you for…	0
id	RT @NicolleDWallace: Must see A.B. Stoddard: https://t.co/8kXMM8Nz1A	0
id	regained faith,,, you dat b again https://t.co/xVLFSZnASj	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @MrFrankBaraan: #DuterteMeltdown is trending, b/c Duterte is throwing another major temper tantrum due to Leni's skyrocketing popularity…	0
id	@tvseabo CUTIE ALERT HOLY FUCK	0
id	Grave https://t.co/ubbx6IwhFI	0
id	cause every member got a title track and members that didn’t get many b side songs got seemed to be in at least two title tracks so idk	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @mariancall: it occurred to us on a walk that several states might be trying to delay having to shut down not just until after Thanksgiv…	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	@trishhhh_b Facts	0
id	@UpdateHLD I vote for Harry Styles as Best International Artist #ARIAsHarryStyles b	0
id	RT @Thomas1774Paine: ICYMI - WATCH: Fox’s Contempt for Trump Supporters Exposed in Off-Air Video https://t.co/rDe0Ugmh6S	0
id	RT @Giraffaloops: every day i am go insane 🙃 https://t.co/trV9eH069j	0
id	RT @brightthyme: B: Actually not just me, there will be tons of artists.   And I’ve heard there will be a surprise.   But I can’t tell you…	0
id	@b_leeder @DavidAFrench Interesting hypothetical, but there are in fact processes for reporting on "irregularities"… https://t.co/vduZD6CbCO	0
id	RT @chikenwiener: i b like idc then have insomnia for a few months	0
id	Come hangout with me on #BIGOLIVE https://t.co/4IQjPzEoHk https://t.co/uPQQQXGWUT	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	Since when did #Twitter have stories ?? 😭	0
id	RT @southchennaidfc: Happy Wedding Anniversary @B_RAJA_ Anna.. .live long..stay blessed..❤️💐  #JagameThandhiram  @dhanushkraja @DirectorS_S…	0
id	@saotwme Block	0
id	RT @nancykaffer: The Wayne County Board of Canvassers just deadlocked on certifying the vote on party lines. This is unprecedented in my 20…	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @_makaylaaB: ion regret being a good person but damn it’s like the good don’t win fr …	0
id	my family b laughing at me when i tell em i stopped smoking  like they don’t believe me😂	0
id	@Jeice_B @VicTheGoat Joel put me on https://t.co/aqUbdRqcaW	0
id	RT @ManUtd: There are elite mentalities 💯 And then there's @B_Fernandes8's mentality 💯💯  #MUFC	0
id	RT @AmUtterlyAlone: "ℳ𝔂 𝔀𝓱𝓸𝓵𝒆 𝓵𝓲𝒇𝒆 𝓲𝓼 𝓪 𝓭𝓪𝓻𝓴 𝓻𝓸𝓸𝓶 . . ."  ❀ ℒ𝓲𝓽𝒆𝓻𝓪𝓽𝒆  ❀ℳ𝓪𝓽𝓾𝓻𝒆 𝓣𝓱𝒆𝓶𝒆𝓼  ❀𝓓ℬ𝓓 𝓥𝒆𝓻𝓼𝒆  ❀ 𝓢𝓾𝓻𝓿𝓲𝓿𝓸𝓻 ❀ https://t.co/gzcCz6sjWk	0
id	@OwlFamiliar B*aner is the best slur because its funny to say (censored because twitter rules are stupid)	0
id	a little s&amp;b tweet bc spn is filling my acc: im avoiding reading ruin &amp; rising bc i dont wanna read the darkling's 💀 scene 😭	0
id	RT @subyroy: The story of the 🇺🇸 #Election2020 #Elections2020  might be told by four simple secondary school linear equations of the form y…	0
id	Da Vinci wishes he could create are as beautiful as her ❤️❤️❤️❤️@rachael_b_23 https://t.co/4KdgaUSS9k	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @MrFrankBaraan: #DuterteMeltdown is trending, b/c Duterte is throwing another major temper tantrum due to Leni's skyrocketing popularity…	0
id	@collz_don Lol a train was coming b lol. Them niggas dead	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @briscoepark: It cost $0 to RT my work https://t.co/tPduE4nt6q	0
id	@timlflood I love M Shadows voice	0
id	RT @MorganParrishTV: Twitter doesn’t need stories &amp; Instagram doesn’t need “shopping” 🤦🏽‍♀️	0
id	RT @lthomasnews: This is:  a) why progressives were wary of Biden  b) the claims from the right that Biden was a gateway to socialism were…	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @brightthyme: But I still haven’t practiced for that event yet.  Now I only practice for Fantopia.  R: So this year’s countdown, you’ve…	0
id	all the moots im getting,,,, wait until i go on another rant about why we should destigmatize cluster b personality disorders &lt;/3	0
id	RT @tvseabo: I was kinda debating whether or not to post some pics for #croptoptuesday bc I've kinda been slacking on my workout routine an…	0
id	RT @realgaraad: ICE agents stopped and arrested a man who seemed to be on his way to work this morning in #EastBoston. They said they stopp…	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	@MichaelAVaughn Could it have been during the huge testing event?	0
id	@G_B_O_ All except light blue	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	Elliot Wilson &amp; https://t.co/zYrRpSlH4m, Combat Jack, Jay Blac, PSA Radio, Unbias Review are the reasons I jumped i… https://t.co/NxqU2uCw8z	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	i try to help everyone’s self esteem bc ik how it feels to b down	0
id	If I can’t then I know you know who did it so you’ll B calling 4 me 😍 https://t.co/dDyOS4QsQg	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	@RexChapman Twitter, im sorry, but my boy Rocco would chase that b*tch off of my property   How many times we going… https://t.co/KXj3GtnrIL	0
id	RT @RobertMaguire_: "Please don't retweet wild and baseless claims about voting machines, even if they're made by the president" https://t.…	0
id	@PhilthyPhilly6 @Twitter Ard ask em bout the edit button too	0
id	moving is so hard just wanna b bunny	0
id	RT @earthisadream: B.C. nurses struggling with shortage of staff and protective equipment, union president says https://t.co/MOmbIF9x05	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	@51DeltaDawn That’s much better than all that religious b.s. that usually comes out of your empty brain.	0
id	@Chantwelle Its been a pleasure see you on the other side	0
id	@RealityTving Big miss. Every detail is missing but I’ll give him a B for effort.	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @EricRWeinstein: A) The primary purpose of a research university is not teaching.  B) The role of a BA is not training to give you bette…	0
id	RT @blueheartedly: Who thinks the entire republican senate needs to be investigated for voter fraud?	0
id	urge: https://t.co/xuCGf8dgw2	0
id	@BabaEric2020 She is the goat as a Diva. She is like the Queen of England when it comes to R&amp;B	0
id	RT @brightthyme: But whether there will be a surprising show and sing with whom, let’s wait to see on that day.  R: A special show? B: Of c…	0
id	Oli should just leave in January.😪 am finally ok with this.😭	0
id	@ItssBryce @nmshark1 @kpak82 With POMO and the markets being infused with 80b/mo into treasuries, the main reason t… https://t.co/iLKpem1tix	0
id	@Alyssa_Milano There’s no transition	0
id	RT @free_shortypimp: Ima tell ya now. I ain’t finna b the one to watch nobody Twitter story 😂😂	0
id	Eww b*tch i don't even know why you exists 💩 https://t.co/VaUb8YUIRy	0
id	Come hangout with me on #BIGOLIVE https://t.co/3nzQz0KG97 https://t.co/K2CWgQN4ta	0
id	RT @danielleriann: Not if you an athlete 😭🤣😂	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	bish she said good morning to me with a smile on her face this two-faced b	0
id	RT @Matthew60095: Good Luck Pirates!	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @NicolleDWallace: Must see A.B. Stoddard:	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	b yourself	0
id	@DeAndreHopkins Theres a Plan B joke somewhere in here	0
id	#SKSONHAND HELP RT  WTB LFB  📌THE WAR, FOR LIFE &amp; KKB, REG. B 💸 P 250 ea + LSF  DM FOR ORDERS https://t.co/yLxcjsvfP5	0
id	@cfburch4 It’s very cool because I was born in Louisville and we moved away when I was a baby but it was always hom… https://t.co/Ae7NxzXNYE	0
id	@sciencebridle @create4stem @CarbonTIME The project has thought about this alot @sciencebridle; we're glad you aske… https://t.co/Iwn9Tvbkfp	0
id	@cutfogs yeah, there's a section on the dashboard for reaction roles and you can just either tie it to a particular… https://t.co/DQi3cKnb5E	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @e2pilot: Joe here apparently failed 8th grade civics if he even took it at all; believes you aren't an "originalist" if you believe in…	0
id	RT @astralbr4t: don’t ask me “wyd” u know i’m at home deteriorating	0
id	RT @Rajuman74740398: AT-8. @RAJ2154 @rajpanday510 @DrRajVerma8 @Real_AkB @Amar_Guru1 @ek_ram_bhakt101 @SoulSelfReliant @JaiPrakashAga18 @ga…	0
id	The Rotaract Club of Makati would like to formally invite you to join and participate with us on the second part of… https://t.co/4Lxstz9uKd	0
id	California Dreaming: The LA Pop Music Scene and the Sixties https://t.co/m6JmLcFA6O	0
id	C. B. Ooberman's First Week in Office https://t.co/Ik5w8vDXe8 @YouTube	0
id	like its nearly 1am n i hav 2 b up by 6am so wuts the point in sleeping rlly	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @LaBeautyologist: When you purchase gifts for people you don’t plan on physically seeing during Christmas, do you:  A. Have the gift del…	0
id	RT @life_of_tosin: found guilty of a criminal offence by a court of law  b)To force someone who fails to obey an order of the court to obey…	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @danishdeen97: As if we don't have enough competition for LGO and BE.. Guess what's dropping on the same day as LGO..?   A single from b…	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	RT @arghavan_salles: …is not only a moral failing, it also has negative financial consequences. This is the time to  d o u b l e  d o w n…	0
id	@EXOSocial501 @weareoneEXO @layzhang @B_hundred_Hyun Black Pearl  #EXO @weareoneEXO @B_hundred_Hyun @layzhang  #KAI… https://t.co/AtBJJ4d6Pv	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	Free shipping on orders over $50 with code FREEOVER50  Check out LIL B x Preme Magazine Pillow ! Available for the… https://t.co/YXXrbmQuIx	0
id	RT @dhanush_chow3: Happy Wedding Anniversary @B_RAJA_ Anna.. .live long..stay blessed..  Nice design 👌 @KuttySAsiDfc https://t.co/re39jSty4R	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @GMenJay: My FF analyst cookout?  @DaddysHomeFF  @EagleDanFF  @SleeperWireHus  @GeoffLambert77  @YourFFCoach  @ffShaneB  @justin_b @coot…	0
id	RT @Hephaestus7: Ministers set aside normal transparency standards in scramble to secure PPE, public spending watchdog concludes | Morning…	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	MY CRISTMAS TWEET IS GONNNA TWEET ON MY OLD ACCT BCHZ ITS A SHECUDLED TWEET IM  #@v$b&amp;	0
id	🗣 That B O N D hit different when y’all really thugged it out together 💯💔	0
id	RT @BreeNewsome: We’re not even thru worst of coming health &amp; economic woes. Unless there’s massive economic relief, there will be massive…	0
id	Damn, I #purged and took time off twitter, but I can't resist.  I present, #CaptainAmerica https://t.co/NZeE2uaCpx	0
id	@hunniehyde i hope u feel better b	0
id	RT @CTVVancouver: A long-term care home in B.C.'s Fraser Valley has now recorded a staggering 101 cases of COVID-19, according to a letter…	0
id	RT @95zcals: i’m so sad but at least b+s album isn’t very far &lt;/3	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @kamxcix: sex cool, but can we lay up in the dark and listen to old school r&amp;b and sing and talk ?	0
id	Jack's a pretty mean S.O.B., but kinda hot...I mean, if you're into that sort of thing.	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	In the Rover I hit you with my motherf*ckin' bestie Yeah, that's cute and we gettin' that loot Gravy train comin' t… https://t.co/VQzx7TMnxn	0
id	@tsukkishimoonx b- beep  idk	0
id	RT @blesSydbthyname: My toxic trait: Not speaking on shit that really bothers me b/c I was raised by parents, who were raised by their pare…	0
id	suppose I should b grateful at 57 for old abusive fucks that want to fuck me going to these lengths to support my e… https://t.co/SWqCqBzpZ9	0
id	RT @velmamaa: no matter how sad i am i will always b hot	0
id	RT @PCSDAthletics: Class B/C Field Hockey Championship at Sutherland #3 East Rochester 3 #1 Sutherland 2 F/OT @ERBombers @Sutherland_FH Gre…	0
id	RT @TTthelabel: Mfs b broke as fuck wit a gun lol not a damn thing to protect .	0
id	RT @kaemoth: bitch i got bitches   B  I Trauma  C H	0
id	RT @DendrocacaliaUs: 🇺🇸 Amazon  The New York Times®️ Best Sellers 👉 https://t.co/GklzmtKQDE    #Kindle #eBooks #Books #StayHome #BestSeller…	0
id	Not at all surprised as I am deeply concerned with the way I was treated "Best" Buy today, the lack of customer ser… https://t.co/DlYXHgvipw	0
id	#NowPlaying: Pyrexx - Imma Get There (feat. Bun B, Willie Moore Jr., DJ DMD &amp; Bizzle) | Yes Lord Radio | LISTEN NOW… https://t.co/QpLnrGYPWq	0
id	RT @fortworthchris: 1/ A few reasons why we are investing heavily into Class B #Industrial (CBI).  1. For every $1B increase in online sale…	0
id	@dreamteamrox114 s w e e t   h o m e   a l a b a m a	0
id	I just entered to win free house payments for all of 2021! https://t.co/WY2zbUhejc	0
id	@KrystleNoel1128 @lno09281978 @B_Wacko Im a Recruiter.  Trust me I know! 😛	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	I b wit the fuck shit and that’s my problem 🤣🤣🤣💯	0
id	RT @e2pilot: You mean the Constitution from 1789 that actually wrote the authors out of power? The same one that provided a mechanism to be…	0
id	RT @8RUJA: i b like “i feel so lonely” then isolate myself	0
id	RT @bitchimthababy: I’ll nvr b friends w alcoholics ever again😂 these group of girls hate me because I didn’t wanna drink LMFAOOOO	0
id	2v2s DAY!! @Pooch3255 @ https://t.co/SwGxevK5Kv playing Call of Duty: Warzone	0
id	RT @yyangqii: #yangyang participated in two new songs in resonance pt.2 ❤️  01 90's Love - old school r&amp;b hiphop 20 I.O.U - lofi hiphop  cr…	0
id	RT @exceedhergrasp1: The implication that it's more expected that "less useful" people die is both horrifying and utterly, utterly illogica…	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	When all is said &amp; done. Twitter will b held 2 account 4 their meddling in the U.S. election process. Voter fraud i… https://t.co/yBHU4IGgz7	0
id	Holy Wave-Interloper:  Nota: 8/10  Mejores canciones: Schmetterling, R&amp;B, Escapism, I’m Not Living In The Past Anym… https://t.co/mUUmVpGWxI	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	This B is horny for an Armenian 🍆 https://t.co/G49oivAkPC	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	Happy birthday to my baby again .. im all worn out ion see have y’all have more than one whew #Big6 🎂🎊🎉 https://t.co/n4xM9ufNKM	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @iamenavictoria: i b fake laughing my ass off w customers, hahahahaha fuck out my face 😐😂	0
id	Boy I’ll b damned.	0
id	💪🏼💪🏼 grande !! https://t.co/WKJushNjqX	0
id	finally free	0
id	@b_fleish I will survive. A women’s theme song.	0
id	@european_kate @Davidmetroland @jeffries_peter1 @RuddsBunny @Chris_not_a_bot @DavidGSmith18 @William05548637… https://t.co/JyUGlCbFPL	0
id	RT @Bengy1k: i could b in need and i still won’t ask.	0
id	ㅤ⠀⠀ ⠀⠀⠀⠀  ㅤㅤ           ، bᥲbყ, ı let 𝘆ou knoɯ ⠀⠀⠀              𝐈 got the 𝗽𝗼𝘄𝗲̲𝗿̲ ❜ ⠀⠀⠀ ⠀⠀⠀  ⠀ https://t.co/6zjA0Nik5j	0
id	B the hardest I know bar for bar no write	0
id	@hommel_b @MinPres @hugodejonge 3/5 It's politics playing medicine and that's a very dangerous game. There is no ac… https://t.co/chUg3uoep8	0
id	( sorry ive been a lil scarce, i just moved house so theres a lot to sort out, activity will b back to normal soon enough :3	0
id	ALSO !!! PEOPLE DONT TELL YOU WHEN THEYRE TRANSITIONING FROM “A, B, C” to “DENVER, ELEPHANT, FUUUUCK” please i have… https://t.co/GDKCReHtqE	0
id	b!tch don't judge me if you don't know the whole story😏	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	#BookReview - The Silver Thread of Life: True Accounts of Spiritual Interventions by Phillip B. Chute, EA… https://t.co/ngYuvtI4ec	0
id	RT @TheFox89688362: @joywalker376 @hold_bag @MicheleRagusa6 @LilZebedee @LittleNinjaUK @mnogogotin @Eeernie1 @Prehistory @niamhck @JT738907…	0
id	RT @allymayn: Fox News and Facebook did to our parents what they said video games would do to us.	0
id	@Ahree_B I have neverrrr seen anyone actually spell that word. 🤣   *Adds to dictionary📝*	0
id	@geekermon Wait, so unfollow? 😈	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	“In “Lost Boy,” Ruth B taps into the world of Peter Pan. This song is about belonging and not belonging, feeling lo… https://t.co/ESOkucfxGc	0
id	RT @abuhadiprado: I don't have plan b because I'm sure the plan a will work #Success #Hustle #entrepreneurship #Entrepreneur #Entrepreneurl…	0
id	RT @Jaa_Rule: Part 1: Discovery Bay, CA • I am TIRED of living this way. I am TIRED of passive aggressiveness. I am TIRED of the fake smile…	0
id	@BaronCorbinWWE Yeah f that b bro! 😃 😎	0
id	RT @espilysbb: P.S. The kind person who increases the space for the fans is Khun Vinit Lertratanachai, the organization of the countdown ev…	0
id	RT @GBSTheatre: When Clue was released in theaters, moviegoers got one of three possible endings! The video release included all three, so…	0
id	@gab_babyy @JuuMane @Nudieeee_ yeah its so good.	0
id	RT @lowkeyalbert: I should’ve just hugged you tighter the last time I saw you	0
id	RT @UEAthletics: UE Athletics posts 99% Graduation Success Rate.  #ForTheAces | @MVCsports	0
id	RT @southgateharper: N.B. @adriandix that @WorkSafeBC says "should be required". Ergo they are not. Tired of being gaslight ed by the @BCND…	0
id	@obviously_b HELP i want him to post one, he sadly didn’t	0
id	Niggas know im big B my brothers nd sisters can talk to me bout any thing	0
id	RT @jaredisnumb: if y = mx + b then y = tf am i always sad.	0
id	RT @JackPosobiec: BREAKING: Twitter has suspended @sav_says_	0
id	@MarcBake I know, that’s why I’m trying to be patient. The baby just excited to learn about their leg mobility  🙄	0
id	@Tchaikozky Thanks boss	0
id	Japanese RAP &amp; R&amp;B Playlist NowPlaying... Don't Stop - Typewriter / Ymg / SIMON / Rino Latina Ⅱ / Gazzila / J-Rexxx… https://t.co/KajhZaTQ9l	0
id	RT @miaasilvana: i b like idc then throw up from anxiety	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	@yezium Weeeeeeell https://t.co/WLeA6uvK68	0
id	B.C. reports worst day of COVID-19 with 11 deaths and 717 cases #Covid_19 #coronavirus #COVID19 #COVID19bc… https://t.co/ESjMcwf6i2	0
id	RT @raywert: Watch @NedStaebler completely destroy Monica Palmer and William Hartmann — the two Republican members of the Wayne County Boar…	0
id	RT @espilysbb: &amp; it might not compatible with the fun theme of the event. So, Nong (B) asked to change the song at  the event to be a 'stil…	0
id	RT @msthuggerr: u smoke?   cause weed b cute together	0
id	PURPLE TWITTER IS SO COOL IM JUST ALWAYS GONNA B IN BROWSER HHH	0
id	RT @wipemysnot: i B like IDGAF then Open the Notes app	0
id	RT @velmamaa: no matter how sad i am i will always b hot	0
id	RT @kaitlancollins: President Trump fires DHS official Chris Krebs after the agency he ran released a statement rejecting Trump's claims of…	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @BrandonSilv: This Friday the @24kGoldn remix of ME GUSTA @Anitta with Cardi B @s10ent https://t.co/0weGpJ98Xx	0
id	RT @BBCWorld: Fresh clashes in Bangkok as lawmakers debate possible changes to the constitution https://t.co/6Qe9NrVrPv	0
id	Come hangout with me on #BIGOLIVE https://t.co/Q8zqOlchTl https://t.co/kcrjuMxi0q	0
id	RT @espilysbb: (Trans) B was sitting at the backstage when they started the ceremony &amp; he heard about #. ICONSIAMcountdown2021, then he tol…	0
id	RT @1Jakesmith: @ColinDMello If schools have to shut down for even a minimal amount of time it means that either:  A) The back to school pl…	0
id	@FPL_arndff B for sure.   Unsure bout United performance, still yo-yo.  Vardy could be Werner/Aguero City n CHE more explosive soon.	0
id	RT @Serenity_BWB: (trans) LV Private Event p1 ☀️I think these 2 bags are quite unisex,I meant boys can use it, (🐰: easy to use) we can use…	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	@jnniegr b word vira gente	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @awkward_duck: Atlanta, as in Atlanta, Georgia? The place leading in wealth disparity, and displacement b/c of deals these politicians c…	0
id	RT @EricRWeinstein: A) The primary purpose of a research university is not teaching.  B) The role of a BA is not training to give you bette…	0
id	@DojaCat atp we tired of you and these games @RCARecords  b!tch give us a song.	0
id	@RealCandaceO Quick question: You appear as a guest on a late night talk show, and as you're walking on, the band s… https://t.co/Gc6U5Q634o	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @alexbaca: I hope we never come back from virtual meetings bc what they allow me to do is a) cook dinner while listening b) drink wine w…	0
id	RT @one87onapig: men b like “i’ve never seen 2 pretty best friends” then hits on the entire friend group	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	Oh fuck no. The Fleet shit just appeared and cluttered up my app. Here I was hoping that it was just A/B testing an… https://t.co/pPZiTGONr5	0
id	RT @leanwdafanta: ik niggas be mad when they finally get 2 talk to me and i b weird asf	0
id	RT @MyBuriedFreedom: Another barking dog caught in the court of "Almighty Allah" &amp; got what he deaerve🙏 This ugly @LordNazirAhmed is the on…	0
